"UNCode","CountryName","Code","ISO3Code","UNICEFCode","MDGRegion1","MDGRegion1excl","MDGRegion2","MDGRegion3","MDGRegion4","MDGRegion5","UNICEFRegion1","UNICEFRegion2","UNICEFRegion3","UNICEFRegion4","UNICEFRegion5","UNICEFRegion6","WHORegion1","WBRegion1","WBRegion2","WBRegion3","WBRegion4","UNPDRegion1","UNPDRegion2","UNPDRegion3","UNPDRegion4","UNPDRegion5","OICRegion1","OICRegion2","OICRegion3","OICRegion4","Countdown.and.COIA.75.Priority.Countries","ECAAfrica","AURegion1","AURegion2","FragileCountries2013","FragileCountries2014","FragileCountries2015","USAIDcountry","M49Region1","M49Region2","M49Region3","UNICEFCountry","pop01950","pop01951","pop01952","pop01953","pop01954","pop01955","pop01956","pop01957","pop01958","pop01959","pop01960","pop01961","pop01962","pop01963","pop01964","pop01965","pop01966","pop01967","pop01968","pop01969","pop01970","pop01971","pop01972","pop01973","pop01974","pop01975","pop01976","pop01977","pop01978","pop01979","pop01980","pop01981","pop01982","pop01983","pop01984","pop01985","pop01986","pop01987","pop01988","pop01989","pop01990","pop01991","pop01992","pop01993","pop01994","pop01995","pop01996","pop01997","pop01998","pop01999","pop02000","pop02001","pop02002","pop02003","pop02004","pop02005","pop02006","pop02007","pop02008","pop02009","pop02010","pop02011","pop02012","pop02013","pop02014","pop02015","pop02016","pop02017","pop02018","pop02019","pop02020","pop02021","pop02022","pop02023","pop02024","pop02025","pop02026","pop02027","pop02028","pop02029","pop02030","pop02031","pop02032","pop02033","pop02034","pop02035","pop02036","pop02037","pop02038","pop02039","pop02040","pop02041","pop02042","pop02043","pop02044","pop02045","pop02046","pop02047","pop02048","pop02049","pop02050","pop1to41950","pop1to41951","pop1to41952","pop1to41953","pop1to41954","pop1to41955","pop1to41956","pop1to41957","pop1to41958","pop1to41959","pop1to41960","pop1to41961","pop1to41962","pop1to41963","pop1to41964","pop1to41965","pop1to41966","pop1to41967","pop1to41968","pop1to41969","pop1to41970","pop1to41971","pop1to41972","pop1to41973","pop1to41974","pop1to41975","pop1to41976","pop1to41977","pop1to41978","pop1to41979","pop1to41980","pop1to41981","pop1to41982","pop1to41983","pop1to41984","pop1to41985","pop1to41986","pop1to41987","pop1to41988","pop1to41989","pop1to41990","pop1to41991","pop1to41992","pop1to41993","pop1to41994","pop1to41995","pop1to41996","pop1to41997","pop1to41998","pop1to41999","pop1to42000","pop1to42001","pop1to42002","pop1to42003","pop1to42004","pop1to42005","pop1to42006","pop1to42007","pop1to42008","pop1to42009","pop1to42010","pop1to42011","pop1to42012","pop1to42013","pop1to42014","pop1to42015","pop1to42016","pop1to42017","pop1to42018","pop1to42019","pop1to42020","pop1to42021","pop1to42022","pop1to42023","pop1to42024","pop1to42025","pop1to42026","pop1to42027","pop1to42028","pop1to42029","pop1to42030","pop1to42031","pop1to42032","pop1to42033","pop1to42034","pop1to42035","pop1to42036","pop1to42037","pop1to42038","pop1to42039","pop1to42040","pop1to42041","pop1to42042","pop1to42043","pop1to42044","pop1to42045","pop1to42046","pop1to42047","pop1to42048","pop1to42049","pop1to42050"
728,"South Sudan",999,"SSD","SSUD","Sub-Saharan Africa","Sub-Saharan Africa","Developing regions","Eastern Africa","","","Eastern and Southern Africa","Sub-Saharan Africa","Africa","Developing countries","Least developed countries","","Africa","Low income","Sub-Saharan Africa","Low income","Low and middle income","Africa","Sub-Saharan Africa","Less developed regions","Least developed countries","Excluding China","","","","","Countdown","Eastern Africa","Africa","Eastern Africa","Fragile","Fragile","Fragile","USAID","Africa","Eastern Africa","",1,51027,47909,46130,45611,46291,48077,50501,53486,56710,59808,62422,63663,64372,64820,65437,66550,67946,69868,72086,74282,76216,77198,78027,78879,80017,81641,83403,85630,88230,91067,94002,96303,98619,100910,103172,105388,109363,113442,116836,118527,117959,115647,111388,107001,104760,106168,106304,110210,116364,122747,127950,131476,133970,136141,139017,143284,148261,154365,161215,168275,175096,181576,187781,193492,198517,202785,208583,213553,217851,221674,225146,228342,231236,233894,236395,238824,241345,243880,246397,248845,251181,253280,255313,257310,259315,261351,263379,265461,267564,269645,271670,273599,275480,277327,279156,280979,282828,284671,286461,288138,289662,176767,178592,175700,172181,170491,171738,172874,176326,181289,186982,193368,205526,213107,217697,221816,227685,234927,241105,246953,252705,259056,268707,275212,279894,284533,290679,297637,304032,310616,318009,327078,339409,349721,358581,366473,373384,381877,391006,399242,403520,401624,404206,397541,385877,378161,383983,392804,405350,423075,443179,462188,481158,495938,507839,520265,536607,554439,573751,594976,617684,641614,669851,696269,720701,742559,760735,779879,797502,813216,827325,840911,858868,873984,887105,899245,911186,923883,935099,945345,954996,964596,975639,985084,993491,1001543,1009909,1019697,1028310,1036214,1043872,1051814,1061691,1070121,1077631,1084836,1092359,1101543,1109539,1116742,1123499,1130232
729,"Sudan",48,"SDN","SUD","Sub-Saharan Africa","Sub-Saharan Africa","Developing regions","North Africa","Least developed countries","","Middle East and North Africa","Sub-Saharan Africa","Africa","Developing countries","Least developed countries","Middle East","Eastern Mediterranean","Lower middle income","Sub-Saharan Africa","Middle income","Low and middle income","Africa","","Less developed regions","Least developed countries","Excluding China","OIC","Arab","OIC Lower middle income","OIC Middle income","Countdown","North Africa","Africa","Eastern Africa","Fragile","Fragile","Fragile","","Africa","Northern Africa","",1,113896,117339,120834,124368,127938,131564,134765,138238,142046,146268,150979,155818,161219,167082,173265,179651,185686,192000,198579,205421,212526,219283,226335,233753,241636,250033,258120,266745,275618,284370,292742,300428,308058,315446,322404,328955,334555,339681,346070,355897,370413,386921,407918,430338,450076,464375,477661,485596,490512,495683,503341,513350,525696,538894,550821,559987,564971,567754,569281,570992,574034,579187,585697,593430,602044,611175,618238,625940,634094,642510,651076,659477,668002,676568,685105,693543,701811,709950,717866,725461,732667,739512,745989,752107,757900,763406,768802,773948,778889,783674,788348,793221,798011,802721,807330,811822,816519,821103,825585,829984,834302,392246,407223,420408,432451,444339,457484,474508,488930,502280,516139,531987,550516,568384,586441,605422,626284,651614,675049,697719,721041,746578,776489,804154,831067,859013,889841,923970,956784,989155,1021494,1054357,1091003,1124264,1154989,1183592,1210569,1238847,1262003,1284217,1313653,1358593,1409320,1470111,1538120,1603280,1655126,1716373,1762279,1795072,1823953,1858599,1898668,1939844,1982772,2024570,2063511,2110959,2145016,2169239,2189365,2209887,2226206,2243843,2263812,2286524,2313819,2348834,2380858,2411846,2443902,2478431,2517427,2552864,2586210,2618918,2652708,2691340,2726438,2759114,2790496,2821834,2857038,2888009,2915933,2942072,2967670,2995573,3020128,3042283,3063003,3083265,3105774,3126089,3144852,3162751,3180577,3201997,3221153,3238772,3255739,3272980
740,"Suriname",133,"SUR","SUR","Latin America and the Caribbean","Latin America and the Caribbean","Developing regions","","","Latin America","Latin America and the Caribbean","Latin America and the Caribbean","","Developing countries","","","Americas","Upper middle income","Latin America and the Caribbean","Middle income","Low and middle income","Latin America and the Caribbean","","Less developed regions","Excluding least developed countries","Excluding China","OIC","Asia/other","OIC Upper middle income","OIC Middle income","","","","","Non-fragile","Non-fragile","Non-fragile","","Americas","Latin America and the Caribbean","South America",1,4327,4433,4577,4760,4981,5243,5529,5823,6102,6338,6507,6578,6577,6529,6466,6411,6382,6362,6319,6217,6032,5896,5689,5440,5182,4946,4684,4443,4256,4166,4198,4352,4620,4945,5249,5478,5494,5436,5332,5222,5145,5118,5122,5143,5166,5180,5190,5192,5182,5150,5095,5052,4984,4904,4828,4770,4712,4670,4645,4635,4637,4653,4679,4708,4725,4723,4692,4643,4582,4526,4484,4465,4460,4464,4465,4456,4437,4408,4373,4337,4301,4270,4239,4208,4177,4145,4114,4084,4053,4021,3988,3958,3929,3897,3867,3835,3808,3779,3750,3721,3692,13673,14805,15598,16281,17011,17881,18861,19853,20818,21713,22518,23472,24102,24477,24731,24993,25333,25548,25615,25452,25033,24814,24409,23883,23296,22599,20979,19821,18976,18328,17785,16982,16735,16896,17277,17778,18929,19585,19908,20152,20507,20717,20933,21184,21392,21470,21312,21225,21121,20969,20772,20519,20390,20378,20415,20371,19871,19581,19404,19259,19096,18859,18724,18650,18598,18535,18602,18559,18441,18305,18203,18089,18002,17936,17871,17793,17768,17704,17608,17497,17390,17301,17194,17075,16949,16817,16707,16582,16450,16313,16174,16066,15943,15812,15676,15543,15442,15326,15202,15076,14952
748,"Swaziland",21,"SWZ","SZD","Sub-Saharan Africa","Sub-Saharan Africa","Developing regions","South Africa","","","Eastern and Southern Africa","Sub-Saharan Africa","Africa","Developing countries","","","Africa","Lower middle income","Sub-Saharan Africa","Middle income","Low and middle income","Africa","Sub-Saharan Africa","Less developed regions","Excluding least developed countries","Excluding China","","","","","Countdown","Southern Africa","Africa","Southern Africa","Non-fragile","Non-fragile","Non-fragile","","Africa","Southern Africa","",1,5636,5645,5697,5786,5909,6065,6234,6425,6630,6843,7054,7246,7438,7636,7849,8085,8327,8593,8882,9189,9514,9827,10163,10509,10856,11198,11499,11802,12115,12454,12829,13206,13602,14046,14569,15183,15772,16444,17068,17480,17581,17568,17257,16778,16306,15957,15726,15623,15605,15599,15552,15614,15647,15692,15800,16012,16194,16470,16795,17105,17351,17499,17589,17625,17621,17598,17587,17556,17507,17440,17362,17275,17183,17089,17000,16922,16846,16783,16737,16704,16688,16674,16675,16687,16707,16727,16732,16741,16743,16735,16717,16668,16608,16535,16453,16364,16260,16152,16039,15925,15814,18967,19861,20441,20900,21350,21874,22431,22993,23571,24166,24799,25645,26367,27023,27703,28488,29473,30383,31278,32222,33289,34616,35843,37031,38236,39526,41080,42449,43723,44999,46365,47670,48988,50398,52065,54171,56490,58972,61452,63523,64812,66650,67302,67052,66448,65952,64981,64274,63731,63105,62244,61888,61428,60975,60755,60936,61270,61782,62442,63190,64054,65616,66670,67372,67909,68425,69042,69411,69602,69655,69601,69399,69144,68842,68507,68150,67769,67392,67028,66705,66452,66331,66196,66069,65981,65968,66124,66196,66223,66236,66265,66358,66334,66230,66075,65895,65650,65349,65008,64636,64239
752,"Sweden",192,"SWE","SWD","Developed regions","Developed regions","Developed regions","","","","Industrialized countries","Industrialized countries","","","","","Europe","High income: OECD","","High income","","Europe","","More developed regions","More developed regions","","","","","","","","","","","","","","Europe","Northern Europe","",1,57119,51684,47871,45582,44703,45066,46528,48589,50914,53137,54907,55914,56257,56143,55912,55817,55885,56035,56149,56066,55678,55157,54389,53393,52189,50809,49219,47498,45849,44534,43747,43637,44024,44912,46269,48029,50127,52526,54963,57101,58672,59698,60249,59996,58553,55760,51425,45753,39992,35832,34416,36403,41125,47272,52976,56900,58339,58053,56621,54972,53821,53368,53295,53596,54209,55069,56438,58075,59759,61176,62100,62467,62326,61811,61137,60474,59956,59453,59009,58663,58441,58477,58653,58967,59403,59946,60700,61541,62408,63235,63979,64702,65299,65800,66254,66668,67138,67559,67915,68191,68392,243923,240420,232829,225879,220492,215309,203338,198413,197488,198029,198603,204673,208214,209933,211606,214564,218655,221876,224623,226580,227376,226495,225294,223531,220994,217587,213161,208381,203458,198705,194073,187226,183097,181067,180689,181894,185728,190834,196906,203535,210455,220471,227803,232744,234862,233645,231070,223033,211441,199976,191212,173701,168224,171365,177278,182113,197005,205324,208840,211443,215814,219150,222357,226006,229452,231926,230152,231471,234442,237511,239641,243672,245872,246588,246680,246694,246476,245754,244778,243611,242312,240540,239510,239048,238981,239196,240398,241973,243819,245888,248228,252145,255283,257954,260478,263045,265937,268476,270682,272513,273963
756,"Switzerland",193,"CHE","SWZ","Developed regions","Developed regions","Developed regions","","","","Industrialized countries","Industrialized countries","","","","","Europe","High income: OECD","","High income","","Europe","","More developed regions","More developed regions","","","","","","","","","","","","","","Europe","Western Europe","",1,41082,37941,36348,35893,36277,37266,38763,40487,42387,44438,46606,48553,50414,51988,53022,53351,53182,52315,50893,49140,47240,45337,43344,41345,39442,37721,36416,35326,34550,34184,34265,34669,35529,36593,37516,38060,38014,37553,36949,36604,36786,37579,38868,40298,41378,41762,41557,40696,39419,38078,36938,35944,35142,34604,34398,34561,35057,35940,37045,38140,39053,39714,40157,40486,40870,41427,42402,43518,44616,45468,45924,46002,45678,45126,44592,44256,44265,44462,44760,45006,45100,45082,44922,44690,44478,44361,44444,44607,44831,45086,45350,45704,46051,46402,46767,47146,47630,48110,48566,48978,49331,164818,166039,164794,164419,164925,164947,159815,159198,161209,164537,168501,175033,181105,186589,191412,195424,201710,204418,204314,202496,199995,196488,192065,187038,181263,174297,164386,156211,149251,143453,139241,137768,137365,138089,139584,141426,145661,147774,148553,149416,151538,152547,155340,159398,163092,164879,166025,165665,163824,161217,158445,154501,150835,147556,144861,143079,141841,141891,143064,144956,147293,152040,155614,158469,161253,164246,165997,168890,172412,175671,178066,180943,182696,183548,184043,184401,182889,182538,182948,183382,183236,182834,182487,182094,181747,181409,180662,180507,180795,181286,181758,182270,183148,184297,185625,186975,188336,190019,191886,193748,195414
760,"Syria",64,"SYR","SYR","Western Asia","Western Asia","Developing regions","","","","Middle East and North Africa","Middle East and North Africa","","Developing countries","","Middle East","Eastern Mediterranean","Lower middle income","Middle East and North Africa","Middle income","Low and middle income","Asia","","Less developed regions","Excluding least developed countries","Excluding China","OIC","Arab","OIC Lower middle income","OIC Middle income","","","","","Fragile","Fragile","Fragile","","Asia","Western Asia","",1,58838,71744,81536,88490,92842,94753,93452,91398,89209,87743,87935,90721,95501,101494,107539,112747,116339,119195,121803,124852,128849,134114,140224,146812,153362,159477,164924,169953,174690,179359,184111,188665,193272,197677,201571,204743,207349,209411,210887,211746,212043,211178,209656,208562,209324,212826,220411,230721,241486,249577,252857,250333,242942,233894,227566,226840,231565,241911,253390,259648,256533,253303,241465,225665,212062,204793,194005,189475,190262,195173,203238,212432,224870,238187,249381,256392,261920,262876,260617,257205,254164,254161,254301,254551,254691,254537,254245,253857,253346,252668,251806,250944,249935,248805,247595,246347,245308,244227,243076,241810,240390,201133,211133,231741,253067,271881,288946,316476,331527,339489,345699,353783,354231,360804,372380,385362,397323,413308,426858,438692,451216,466252,483111,501456,521308,541917,563029,588536,611481,632695,653626,675538,697796,718955,739090,757730,774608,791312,805231,816767,826188,833731,839214,841751,842818,845463,851725,853526,866874,887269,906510,919210,947900,955508,950174,946672,955521,948131,961903,986295,999090,982058,988158,965153,921938,880923,863192,836302,820144,816748,825565,847413,870413,903529,944623,984929,1013212,1035679,1051378,1057526,1056057,1049655,1040168,1033328,1027882,1022177,1015818,1014565,1012405,1009761,1007250,1005115,1005222,1003715,1001135,997944,994546,991249,987653,983745,979335,974277
762,"Tajikistan",142,"TJK","TAD","Caucasus and Central Asia","Caucasus and Central Asia","Developing regions","","","","CEE/CIS","CEE/CIS","","Developing countries","","","Europe","Lower middle income","Europe and Central Asia","Middle income","Low and middle income","Asia","","Less developed regions","Excluding least developed countries","Excluding China","OIC","Asia/other","OIC Low income","","Countdown","","","","Non-fragile","Non-fragile","Non-fragile","","Asia","Central Asia","",1,24712,24472,25796,27860,30107,32202,34175,35889,37535,39388,41703,44463,47581,50554,52722,53660,52825,50864,48525,46863,46641,48561,51906,55926,59579,62152,63257,63356,63119,63473,65074,68237,72415,77299,82423,87376,92078,96645,100405,102540,102571,100844,97167,92509,88239,85380,84635,85366,86944,88399,89032,87595,85481,83420,82451,83341,86308,90915,96638,102721,108530,114023,119222,123660,126774,128191,126885,124001,120222,116624,114078,113291,113599,114570,115511,115888,115557,114738,113722,112923,112643,113018,113851,115068,116546,118163,119940,121835,123736,125511,127058,128402,129497,130279,130693,130715,130419,129751,128811,127739,126646,66608,76977,83885,90503,97258,104310,112547,120266,127538,134997,143425,151807,161285,171276,180332,187373,196384,200091,199999,199259,200537,198359,201627,209194,217567,223555,230272,234686,237131,239882,244931,249988,258106,268988,281633,295449,313455,330606,346211,358959,367920,381080,385243,382702,377364,372281,360142,353219,350377,348683,346218,346139,343297,338983,336185,336801,334466,338357,347302,358678,370410,387130,402670,416468,428986,442046,465945,478358,483267,485201,486917,478969,475298,474575,473667,470362,466799,462904,458478,454490,451600,449970,449250,449575,450940,453543,459261,464856,470487,476337,482676,491540,498685,504474,509197,513128,517015,519020,519501,518818,517185
764,"Thailand",103,"THA","THL","South-eastern Asia","South-eastern Asia","Developing regions","","","","East Asia and Pacific","East Asia and Pacific","Asia","Developing countries","","","South-East Asia","Upper middle income","East Asia and Pacific","Middle income","Low and middle income","Asia","","Less developed regions","Excluding least developed countries","Excluding China","","","","","","","","","Non-fragile","Non-fragile","Non-fragile","","Asia","South-Eastern Asia","",1,391475,393386,397773,404826,414791,427784,443495,461241,480137,499129,517152,532451,546281,559410,572990,587730,603946,621098,637071,649075,655156,651807,643054,631005,618892,609263,604219,601691,600477,598609,594605,587073,577639,567314,557482,549096,541425,535048,529387,523656,517309,514247,510757,506422,500727,493369,480655,466322,451719,438753,428744,423301,420899,419839,417782,413180,407996,400179,391164,382912,376677,372185,369616,367557,364033,357748,348477,336607,323718,312053,303220,298327,296149,295757,295704,294907,293433,291231,288468,285484,282535,280040,277422,274716,271959,269176,266856,264495,262102,259686,257252,255339,253380,251323,249089,246641,244446,241999,239366,236648,233925,1283757,1364255,1417723,1460142,1501158,1548681,1598788,1653764,1713090,1774540,1836888,1909427,1974004,2032910,2091253,2153187,2217079,2279692,2340204,2394907,2442593,2500446,2530398,2539274,2537709,2533188,2505131,2485102,2470740,2454548,2430535,2401667,2368687,2331995,2295651,2262813,2232833,2203047,2172526,2140039,2106149,2089900,2068443,2044809,2020786,1997272,1977476,1945979,1905379,1864078,1832955,1815326,1800728,1791400,1780799,1757583,1707214,1667117,1629962,1594530,1563959,1544355,1528550,1516820,1505664,1490222,1472732,1448294,1418379,1387067,1356756,1310730,1279908,1259827,1243418,1225310,1210046,1197099,1185089,1174315,1164537,1155798,1147925,1140711,1133496,1125386,1113215,1104241,1097072,1089987,1081230,1067755,1058195,1050729,1043437,1034428,1022117,1012443,1004095,995848,986265
768,"Togo",40,"TGO","TGO","Sub-Saharan Africa","Sub-Saharan Africa","Developing regions","West Africa","Least developed countries","","West and Central Africa","Sub-Saharan Africa","Africa","Developing countries","Least developed countries","","Africa","Low income","Sub-Saharan Africa","Low income","Low and middle income","Africa","Sub-Saharan Africa","Less developed regions","Least developed countries","Excluding China","OIC","Africa","OIC Low income","","Countdown","West Africa","Africa","Western Africa","Fragile","Fragile","Fragile","","Africa","Western Africa","",1,26757,27531,27852,27998,28170,28489,28800,29323,29982,30666,31281,31610,31925,32421,33357,34884,36172,38038,40191,42245,43947,45831,47385,48687,49855,50987,51977,52934,53993,55317,57008,58369,60113,62073,64036,65855,67643,69318,70845,72188,73338,74280,75068,75824,76718,77878,79308,81013,83000,85250,87737,90374,93232,96196,99126,101903,104348,106661,108814,110805,112644,114137,115506,116835,118243,119814,121568,123497,125519,127509,129373,130973,132465,133931,135490,137222,139122,141192,143365,145550,147673,149666,151604,153491,155348,157186,159004,160804,162560,164254,165862,167403,168870,170273,171637,172977,174348,175696,177021,178318,179582,91664,94978,96756,97474,97850,98717,100881,102643,104333,106056,107812,110299,111749,112925,115158,119911,126057,132557,139583,146520,152520,159060,164681,169364,173468,177565,183124,187484,191336,195776,201991,209463,216568,223709,230861,237890,245566,252307,258245,263591,268707,275411,280460,284464,288262,292593,297229,302129,307513,313543,320459,328913,337619,346642,356059,366115,378703,389698,399640,409111,418627,428446,436810,444195,451142,458149,464530,471118,477899,484668,491351,499081,505851,512013,518184,524905,532328,539653,547050,554565,562350,571489,579821,587627,595283,603148,611805,619770,627271,634472,641570,649120,655974,662313,668341,674246,680407,686162,691612,696857,702013
776,"Tonga",83,"TON","TGA","Oceania","Oceania","Developing regions","","","","East Asia and Pacific","East Asia and Pacific","Asia","Developing countries","","","Western Pacific","Upper middle income","East Asia and Pacific","Middle income","Low and middle income","Oceania","","Less developed regions","Excluding least developed countries","Excluding China","","","","","","","","","Non-fragile","Non-fragile","Non-fragile","","Oceania","Polynesia","",1,1010,1035,1072,1108,1139,1164,1184,1202,1225,1259,1310,1358,1423,1490,1543,1569,1575,1558,1523,1472,1412,1353,1286,1225,1189,1188,1227,1299,1389,1476,1541,1583,1608,1613,1597,1560,1490,1402,1313,1245,1217,1241,1304,1385,1453,1485,1455,1392,1313,1246,1214,1220,1257,1311,1364,1400,1418,1420,1410,1391,1369,1339,1305,1270,1241,1218,1199,1187,1185,1188,1196,1208,1225,1246,1264,1281,1294,1303,1311,1318,1326,1334,1341,1348,1354,1356,1356,1352,1347,1339,1329,1317,1303,1287,1271,1257,1241,1227,1214,1203,1195,3555,3646,3720,3795,3853,3891,4008,4077,4120,4188,4345,4610,4859,5112,5347,5547,5804,5949,5998,5975,5895,5743,5558,5357,5170,5026,4838,4769,4786,4836,4890,5182,5331,5374,5370,5393,5556,5552,5449,5330,5243,5014,4929,4942,4974,4996,5243,5313,5274,5228,5235,5086,5059,5125,5204,5245,5299,5328,5325,5306,5285,5312,5279,5211,5135,5075,4976,4899,4841,4797,4761,4740,4734,4741,4760,4792,4879,4938,4981,5021,5070,5138,5190,5233,5265,5293,5326,5341,5343,5334,5317,5299,5266,5223,5170,5113,5060,4999,4937,4875,4817
780,"Trinidad & Tobago",134,"TTO","TDT","Latin America and the Caribbean","Latin America and the Caribbean","Developing regions","","","Caribbean","Latin America and the Caribbean","Latin America and the Caribbean","","Developing countries","","","Americas","High income: nonOECD","","High income","","Latin America and the Caribbean","","Less developed regions","Excluding least developed countries","Excluding China","","","","","","","","","Non-fragile","Non-fragile","Non-fragile","","Americas","Latin America and the Caribbean","Caribbean",1,11582,11208,11371,11815,12366,12910,13367,13706,13953,14152,14349,14711,15044,15234,15140,14682,13754,12492,11167,10148,9701,9966,10796,11938,13018,13765,13987,13868,13592,13434,13585,14186,15076,15990,16573,16584,15880,14651,13142,11713,10640,10042,9802,9802,9852,9809,9629,9373,9104,8907,8845,8907,9086,9330,9565,9739,9830,9858,9836,9781,9717,9640,9548,9435,9294,9122,8923,8697,8458,8232,8034,7876,7749,7644,7553,7466,7387,7313,7247,7194,7156,7140,7136,7140,7148,7154,7166,7173,7175,7168,7150,7127,7092,7046,6991,6928,6865,6793,6717,6637,6554,41858,43150,44033,45247,46768,48356,49621,50936,52080,53043,53908,55195,56367,57312,57761,57549,57698,56385,54128,51829,50075,46147,44619,44829,45581,46089,48549,49741,50047,50421,51542,52498,54187,56328,58111,59050,61252,61178,59425,57079,54895,50781,47907,45986,44292,42317,40719,39116,37504,36163,35296,34917,34740,34781,34969,35309,36412,37088,37479,37770,38105,38421,38570,38591,38464,38169,37610,36992,36310,35573,34776,33784,32943,32209,31529,30869,30370,29880,29411,28999,28679,28561,28433,28317,28230,28193,28298,28359,28391,28404,28412,28466,28456,28393,28287,28145,27976,27771,27535,27268,26971
784,"United Arab Emirates",66,"ARE","UAE","Western Asia","Western Asia","Developing regions","","","","Middle East and North Africa","Middle East and North Africa","","Developing countries","","Middle East","Eastern Mediterranean","High income: nonOECD","","High income","","Asia","","Less developed regions","Excluding least developed countries","Excluding China","OIC","Arab","OIC High income: nonOECD","OIC High income","","","","","Non-fragile","Non-fragile","Non-fragile","","Asia","Western Asia","",1,1331,1381,1449,1523,1587,1634,1659,1680,1713,1774,1881,1996,2165,2372,2593,2812,3009,3228,3482,3797,4197,4309,4521,4894,5520,6460,7619,9066,10645,12174,13525,14904,16051,17015,17867,18662,19782,20802,21664,22291,22655,22548,22216,21815,21517,21434,21614,22110,22794,23513,24218,24426,24605,25189,26718,29522,32009,35650,39678,43067,45108,47747,49017,49207,48797,48147,47284,46138,44904,43823,43070,42833,42994,43402,43813,44048,44035,43858,43649,43593,43816,44389,45214,46168,47079,47818,48404,48823,49086,49226,49278,49280,49191,49047,48905,48803,48818,48884,48990,49109,49228,4593,4661,4863,5105,5343,5570,5851,6037,6197,6406,6724,6941,7312,7801,8349,8937,9723,10480,11332,12444,13997,15534,17000,18625,20884,24345,27851,32589,38390,44517,50002,53939,58700,63666,68302,72083,74355,77606,81375,84782,86766,87023,86707,85557,84323,84534,88793,92192,95741,99466,102433,98991,97765,98504,102116,110033,117053,127832,141143,153972,163011,173566,181611,186940,190288,192351,192930,192744,191826,190309,188187,182950,179814,178110,176815,175182,174767,173873,172688,171878,171942,172794,174185,176084,178208,180440,184179,187052,189274,191151,192896,194654,195834,196596,197046,197245,196738,196551,196550,196547,196403
788,"Tunisia",65,"TUN","TUN","Northern Africa","Northern Africa","Developing regions","North Africa","","","Middle East and North Africa","Middle East and North Africa","Africa","Developing countries","","North Africa","Eastern Mediterranean","Upper middle income","Middle East and North Africa","Middle income","Low and middle income","Africa","","Less developed regions","Excluding least developed countries","Excluding China","OIC","Arab","OIC Upper middle income","OIC Middle income","","North Africa","Africa","Northern Africa","Non-fragile","Non-fragile","Non-fragile","","Africa","Northern Africa","",1,60607,61621,63469,65525,67388,68846,70134,71141,72165,73567,75654,78403,81827,85353,88233,89967,89228,87573,85511,83816,83093,83583,85040,87205,89693,92196,94330,96463,98553,100554,102418,103308,104001,104502,104866,105132,105614,106029,106095,105435,103807,100796,96903,92598,88552,85288,83375,82290,81796,81477,81026,80428,79755,79215,79105,79639,80713,82302,84357,86805,89533,92701,96126,99215,101212,101623,100120,97048,93132,89422,86690,85425,85147,85421,85571,85103,83911,82179,80166,78246,76699,75664,74972,74582,74410,74387,74581,74926,75371,75852,76320,76826,77287,77666,77939,78086,78188,78147,77956,77613,77124,227914,232438,236128,240093,243841,246743,253046,257254,259968,262950,268344,278478,287779,296797,305338,313560,325005,330201,330948,330392,331552,331103,332752,336638,341618,346699,352111,357821,363688,370107,377646,387054,394241,399779,404415,408849,413559,416957,419175,419761,418527,417609,412427,404029,394082,383523,368202,356236,346683,337968,329317,324803,319724,314677,311069,310003,311675,314352,318327,323767,330930,340470,350844,361435,370831,378150,388728,392354,390868,387255,383421,372195,365230,361146,357171,351335,346387,340384,333390,326473,320331,314727,309741,305504,301929,299062,297799,296995,296655,296800,297510,300010,302056,303797,305384,306959,309136,310593,311446,311744,311496
792,"Turkey",144,"TUR","TUR","Western Asia","Western Asia","Developing regions","","","","CEE/CIS","CEE/CIS","","Developing countries","","","Europe","Upper middle income","Europe and Central Asia","Middle income","Low and middle income","Asia","","Less developed regions","Excluding least developed countries","Excluding China","OIC","Asia/other","OIC Upper middle income","OIC Middle income","","","","","Non-fragile","Non-fragile","Non-fragile","","Asia","Western Asia","",1,361352,432350,484695,520693,542044,549958,541348,527890,512586,499457,492826,496158,508214,525721,543641,558103,565272,569541,572851,577990,586938,599379,615306,632712,648877,661785,668912,673047,675192,676999,679695,681842,684976,687795,688529,685987,679824,670902,660640,651027,643591,638618,635584,634855,636673,640945,648059,657679,667329,673707,674582,668075,656484,642235,628957,619473,614613,612982,615054,621058,630649,642709,658509,673400,681263,678171,665184,641353,612362,586208,568551,563099,565940,573780,581610,585791,584655,580206,573641,566861,561260,557156,553897,551210,548650,545892,543448,540872,538147,535257,532187,529492,526560,523395,520028,516506,513472,510229,506821,503307,499729,1268584,1311212,1414051,1520276,1611834,1691759,1830280,1897564,1922562,1934495,1954705,1944489,1951823,1975208,2001713,2023845,2065104,2091745,2108569,2127845,2159569,2203619,2247965,2294464,2341485,2389927,2459869,2508803,2543532,2573723,2607017,2633143,2655625,2674633,2687069,2691682,2699518,2692558,2674990,2653312,2632143,2602269,2577980,2559310,2546137,2538925,2537849,2545601,2559047,2572338,2582040,2615021,2621214,2608809,2590286,2574221,2540142,2516432,2502627,2498743,2508344,2531316,2565666,2606930,2640830,2651533,2667414,2647037,2596854,2537243,2487075,2415444,2376049,2362990,2358155,2345466,2336822,2323847,2305249,2286318,2271339,2259450,2246754,2234457,2222101,2209539,2199082,2188238,2176955,2165223,2153063,2143376,2132601,2120811,2108211,2095031,2083945,2071771,2058720,2045030,2030870
